user_id,total_watch_time_mins,avg_session_duration_mins,number_of_sessions,viewing_frequency_per_week,completion_rate,weekend_viewing_ratio,genre_action_ratio,genre_comedy_ratio,genre_drama_ratio,genre_thriller_ratio,genre_scifi_ratio,genre_romance_ratio,genre_horror_ratio,genre_animation_ratio,top_genre
USR-1851,1851.0,78.9,36,7.2,0.79,0.55,0.16,0.153,0.217,0.163,0.212,0.06,0.024,0.012,Drama
USR-1852,2015.4,80.2,34,10.8,0.75,0.28,0.122,0.222,0.292,0.081,0.197,0.023,0.036,0.028,Drama
USR-1853,1908.9,50.1,29,7.8,0.66,0.39,0.17,0.12,0.251,0.134,0.142,0.094,0.044,0.045,Drama
USR-1854,2562.8,81.3,22,8.3,0.8,0.4,0.14,0.127,0.255,0.101,0.249,0.044,0.053,0.031,Drama
USR-1855,1674.0,63.3,29,7.9,0.69,0.28,0.153,0.165,0.237,0.103,0.234,0.042,0.035,0.03,Drama
USR-1856,2134.3,70.0,30,6.8,0.72,0.44,0.148,0.178,0.183,0.129,0.261,0.034,0.048,0.018,Sci-Fi
USR-1857,2067.4,59.0,30,10.4,0.68,0.34,0.154,0.195,0.253,0.114,0.209,0.038,0.024,0.014,Drama
USR-1858,2348.1,76.1,35,7.2,0.74,0.16,0.101,0.227,0.23,0.113,0.2,0.085,0.033,0.011,Drama
USR-1859,2068.8,69.9,41,6.3,0.78,0.44,0.165,0.16,0.223,0.122,0.221,0.06,0.038,0.013,Drama
USR-1860,1572.5,55.2,32,7.3,0.8,0.28,0.117,0.229,0.269,0.145,0.196,0.021,0.024,0.0,Drama
USR-1861,2024.7,51.0,30,5.0,0.73,0.29,0.104,0.139,0.302,0.099,0.24,0.079,0.025,0.013,Drama
USR-1862,1808.4,47.5,30,7.0,0.87,0.44,0.156,0.2,0.22,0.096,0.2,0.07,0.045,0.014,Drama
USR-1863,2123.9,67.3,32,6.5,0.76,0.35,0.208,0.154,0.254,0.075,0.23,0.043,0.02,0.018,Drama
USR-1864,2530.3,71.9,27,8.9,0.72,0.46,0.132,0.178,0.306,0.092,0.202,0.055,0.016,0.021,Drama
USR-1865,1578.2,72.8,32,7.0,0.8,0.49,0.155,0.153,0.214,0.156,0.219,0.043,0.039,0.021,Sci-Fi
USR-1866,1859.9,63.6,34,9.3,0.94,0.32,0.171,0.196,0.23,0.085,0.185,0.079,0.037,0.018,Drama
USR-1867,1934.2,51.1,33,10.1,0.81,0.45,0.212,0.148,0.284,0.098,0.163,0.039,0.04,0.016,Drama
USR-1868,1985.5,56.8,34,9.2,0.75,0.31,0.136,0.088,0.309,0.128,0.256,0.052,0.029,0.0,Drama
USR-1869,2322.0,78.8,34,7.7,0.66,0.58,0.122,0.196,0.271,0.133,0.185,0.047,0.029,0.016,Drama
USR-1870,2047.9,59.2,23,8.2,0.76,0.32,0.061,0.198,0.313,0.114,0.249,0.021,0.033,0.01,Drama
USR-1871,2224.7,66.7,35,5.7,0.8,0.47,0.128,0.17,0.224,0.148,0.18,0.086,0.042,0.023,Drama
USR-1872,1912.3,52.1,28,7.8,0.75,0.46,0.178,0.208,0.187,0.124,0.224,0.024,0.029,0.026,Sci-Fi
USR-1873,2169.0,69.0,26,6.7,0.65,0.41,0.098,0.184,0.265,0.097,0.229,0.051,0.048,0.027,Drama
USR-1874,2333.3,59.5,26,9.0,0.71,0.32,0.186,0.164,0.245,0.112,0.227,0.016,0.022,0.029,Drama
USR-1875,1880.3,77.6,34,11.9,0.9,0.37,0.125,0.097,0.314,0.117,0.246,0.047,0.033,0.021,Drama
USR-1876,2334.4,74.3,30,8.7,0.89,0.19,0.171,0.189,0.126,0.162,0.241,0.065,0.029,0.016,Sci-Fi
USR-1877,2115.7,59.1,23,5.0,0.71,0.4,0.189,0.234,0.265,0.117,0.126,0.035,0.02,0.013,Drama
USR-1878,2413.6,63.5,34,7.5,0.83,0.41,0.14,0.187,0.258,0.075,0.232,0.07,0.032,0.006,Drama
USR-1879,2039.6,58.4,24,8.2,0.69,0.39,0.171,0.197,0.215,0.129,0.169,0.049,0.037,0.033,Drama
USR-1880,2214.4,48.0,32,8.1,0.89,0.11,0.139,0.205,0.232,0.077,0.215,0.076,0.037,0.019,Drama
USR-1881,2087.8,54.7,33,6.9,0.8,0.27,0.176,0.137,0.218,0.183,0.152,0.076,0.051,0.007,Drama
USR-1882,2071.1,67.4,36,8.4,0.86,0.31,0.17,0.218,0.263,0.097,0.162,0.041,0.037,0.012,Drama
USR-1883,2177.7,68.9,40,6.1,0.64,0.41,0.143,0.231,0.171,0.108,0.249,0.048,0.039,0.011,Sci-Fi
USR-1884,2261.0,66.8,25,6.6,0.83,0.41,0.188,0.154,0.236,0.113,0.216,0.048,0.027,0.018,Drama
USR-1885,1725.1,61.4,31,9.0,0.78,0.36,0.163,0.125,0.295,0.103,0.185,0.058,0.043,0.028,Drama
USR-1886,2530.1,76.2,30,6.5,0.85,0.44,0.122,0.177,0.263,0.111,0.207,0.05,0.054,0.016,Drama
USR-1887,1542.1,65.8,34,8.8,0.85,0.29,0.156,0.097,0.309,0.141,0.202,0.057,0.038,0.0,Drama
USR-1888,1894.6,73.4,33,5.9,0.79,0.43,0.132,0.173,0.273,0.148,0.199,0.04,0.018,0.016,Drama
USR-1889,2071.7,43.7,30,10.6,0.73,0.42,0.143,0.184,0.29,0.133,0.161,0.049,0.023,0.017,Drama
USR-1890,2223.7,17.9,29,6.8,0.84,0.41,0.183,0.18,0.25,0.12,0.175,0.055,0.024,0.013,Drama
USR-1891,2572.9,68.4,26,7.7,0.78,0.36,0.173,0.181,0.236,0.093,0.199,0.066,0.036,0.014,Drama
USR-1892,1542.5,47.9,36,8.5,0.71,0.54,0.075,0.215,0.234,0.142,0.2,0.07,0.04,0.024,Drama
USR-1893,1947.7,62.5,34,7.2,0.71,0.42,0.127,0.144,0.287,0.124,0.199,0.064,0.034,0.02,Drama
USR-1894,1461.9,61.4,36,8.2,0.66,0.29,0.078,0.179,0.308,0.141,0.19,0.051,0.032,0.021,Drama
USR-1895,2109.5,84.0,30,8.9,0.74,0.4,0.134,0.116,0.282,0.158,0.208,0.055,0.023,0.024,Drama
USR-1896,2181.5,69.8,28,9.4,0.87,0.45,0.074,0.18,0.36,0.118,0.187,0.03,0.036,0.016,Drama
USR-1897,2577.2,67.0,26,9.2,0.79,0.33,0.115,0.168,0.251,0.108,0.219,0.075,0.049,0.015,Drama
USR-1898,2136.2,75.0,33,7.7,0.74,0.48,0.088,0.19,0.268,0.135,0.246,0.0,0.04,0.033,Drama
USR-1899,2413.2,69.4,26,7.8,0.84,0.41,0.19,0.179,0.231,0.077,0.197,0.056,0.041,0.029,Drama
USR-1900,2275.2,59.5,41,11.5,0.71,0.17,0.132,0.161,0.313,0.099,0.171,0.064,0.035,0.025,Drama
USR-1901,1969.4,77.9,25,9.4,0.79,0.41,0.166,0.17,0.239,0.119,0.223,0.023,0.027,0.033,Drama
USR-1902,1677.3,51.7,33,6.6,0.77,0.34,0.157,0.179,0.252,0.099,0.196,0.062,0.027,0.027,Drama
USR-1903,2182.5,68.9,39,8.1,0.84,0.43,0.097,0.189,0.24,0.157,0.226,0.038,0.023,0.03,Drama
USR-1904,1652.4,46.4,34,7.5,0.65,0.46,0.178,0.19,0.228,0.092,0.232,0.045,0.03,0.004,Sci-Fi
USR-1905,2488.6,67.4,32,7.8,0.71,0.4,0.201,0.187,0.189,0.103,0.216,0.061,0.023,0.02,Sci-Fi
USR-1906,2051.4,67.3,27,6.2,0.65,0.53,0.169,0.178,0.227,0.131,0.179,0.055,0.043,0.018,Drama
USR-1907,2458.6,85.1,25,7.4,0.76,0.36,0.152,0.19,0.208,0.184,0.185,0.011,0.029,0.042,Drama
USR-1908,1955.9,46.2,35,10.7,0.88,0.44,0.107,0.2,0.243,0.138,0.217,0.035,0.025,0.034,Drama
USR-1909,2180.7,57.8,39,8.9,0.74,0.45,0.108,0.144,0.329,0.14,0.153,0.066,0.047,0.013,Drama
USR-1910,2162.8,74.9,29,4.3,0.74,0.37,0.154,0.152,0.263,0.129,0.204,0.054,0.023,0.022,Drama
USR-1911,2086.5,69.0,26,9.8,0.85,0.45,0.165,0.224,0.254,0.106,0.132,0.073,0.027,0.019,Drama
USR-1912,1970.2,67.2,19,9.6,0.87,0.33,0.141,0.126,0.272,0.077,0.258,0.074,0.03,0.022,Drama
USR-1913,2217.7,53.5,27,7.5,0.77,0.34,0.167,0.154,0.313,0.07,0.23,0.039,0.017,0.009,Drama
USR-1914,1822.2,57.9,31,9.1,0.83,0.26,0.179,0.166,0.162,0.124,0.202,0.101,0.043,0.024,Sci-Fi
USR-1915,1737.2,79.9,39,6.7,0.69,0.4,0.175,0.175,0.194,0.107,0.241,0.052,0.037,0.018,Sci-Fi
USR-1916,2472.8,64.4,35,7.3,0.89,0.41,0.14,0.189,0.238,0.167,0.153,0.035,0.052,0.026,Drama
USR-1917,2318.2,69.5,33,10.2,0.95,0.49,0.144,0.175,0.208,0.13,0.276,0.034,0.021,0.012,Sci-Fi
USR-1918,2119.8,63.6,29,7.6,0.82,0.45,0.144,0.139,0.292,0.142,0.22,0.006,0.039,0.018,Drama
USR-1919,2599.5,50.8,29,5.2,0.61,0.35,0.147,0.216,0.222,0.083,0.191,0.08,0.03,0.031,Drama
USR-1920,2019.7,76.2,39,7.9,0.74,0.27,0.161,0.202,0.257,0.133,0.124,0.081,0.032,0.009,Drama
USR-1921,2496.8,71.0,33,7.9,0.83,0.42,0.225,0.135,0.261,0.093,0.228,0.031,0.016,0.011,Drama
USR-1922,2152.7,92.7,21,9.8,0.75,0.48,0.13,0.119,0.285,0.13,0.208,0.061,0.041,0.026,Drama
USR-1923,1792.6,52.8,28,8.0,0.88,0.45,0.205,0.171,0.171,0.11,0.247,0.063,0.019,0.015,Sci-Fi
USR-1924,2654.4,74.9,27,7.4,0.83,0.48,0.22,0.179,0.211,0.122,0.188,0.032,0.035,0.012,Action
USR-1925,2397.2,49.3,29,9.6,0.72,0.36,0.173,0.272,0.213,0.149,0.15,0.014,0.008,0.02,Comedy
USR-1926,2063.7,66.9,34,8.2,0.78,0.34,0.188,0.207,0.244,0.123,0.173,0.047,0.012,0.005,Drama
USR-1927,2318.2,76.7,31,6.9,0.71,0.31,0.197,0.122,0.219,0.121,0.237,0.049,0.043,0.011,Sci-Fi
USR-1928,1978.9,40.1,31,9.7,0.77,0.37,0.222,0.167,0.248,0.082,0.163,0.046,0.027,0.045,Drama
USR-1929,2348.7,62.5,38,8.3,0.74,0.37,0.121,0.201,0.219,0.155,0.192,0.062,0.023,0.028,Drama
USR-1930,1382.7,58.2,28,8.0,0.87,0.4,0.096,0.193,0.247,0.098,0.23,0.08,0.043,0.013,Drama
USR-1931,1794.1,56.6,41,8.3,0.95,0.37,0.149,0.127,0.196,0.123,0.303,0.044,0.033,0.024,Sci-Fi
USR-1932,2393.8,69.6,28,6.4,0.67,0.37,0.071,0.196,0.233,0.123,0.246,0.06,0.043,0.029,Sci-Fi
USR-1933,2025.1,78.4,32,7.2,0.63,0.31,0.206,0.157,0.191,0.15,0.169,0.067,0.029,0.031,Action
USR-1934,2162.3,63.4,30,8.0,0.76,0.46,0.196,0.134,0.239,0.114,0.183,0.06,0.056,0.018,Drama
USR-1935,1696.0,67.5,32,7.7,0.66,0.39,0.141,0.202,0.22,0.126,0.214,0.04,0.025,0.032,Drama
USR-1936,2654.4,66.4,34,9.9,0.78,0.36,0.127,0.199,0.278,0.127,0.175,0.049,0.045,0.0,Drama
USR-1937,2457.2,65.0,34,8.3,0.84,0.31,0.128,0.186,0.235,0.159,0.205,0.053,0.026,0.008,Drama
USR-1938,2039.8,51.9,28,9.3,0.9,0.26,0.149,0.199,0.242,0.144,0.205,0.027,0.013,0.021,Drama
USR-1939,1978.6,78.3,26,8.0,0.8,0.5,0.153,0.158,0.208,0.116,0.233,0.074,0.034,0.023,Sci-Fi
USR-1940,2408.9,68.5,44,9.6,0.76,0.43,0.16,0.193,0.249,0.111,0.174,0.073,0.031,0.01,Drama
USR-1941,2694.7,69.7,29,8.6,0.62,0.23,0.136,0.182,0.27,0.099,0.24,0.034,0.018,0.021,Drama
USR-1942,2386.1,55.3,35,8.0,0.78,0.45,0.187,0.185,0.256,0.091,0.193,0.054,0.021,0.014,Drama
USR-1943,2751.5,59.5,23,8.0,0.79,0.46,0.163,0.151,0.321,0.101,0.157,0.061,0.029,0.017,Drama
USR-1944,1823.3,62.9,30,6.6,0.83,0.39,0.12,0.153,0.261,0.093,0.275,0.037,0.032,0.029,Sci-Fi
USR-1945,1854.2,46.6,31,8.8,0.72,0.52,0.195,0.175,0.284,0.134,0.122,0.057,0.005,0.028,Drama
USR-1946,1743.3,44.7,34,7.9,0.75,0.4,0.096,0.28,0.259,0.089,0.172,0.054,0.041,0.01,Comedy
USR-1947,2232.5,57.8,18,7.2,0.66,0.25,0.145,0.19,0.28,0.158,0.173,0.02,0.025,0.009,Drama
USR-1948,2152.7,71.3,32,9.7,0.6,0.41,0.173,0.143,0.193,0.131,0.276,0.054,0.015,0.015,Sci-Fi
USR-1949,2054.4,57.2,26,6.1,0.69,0.4,0.124,0.15,0.233,0.124,0.279,0.029,0.04,0.02,Sci-Fi
USR-1950,2342.8,52.8,33,7.4,0.65,0.33,0.15,0.148,0.247,0.111,0.24,0.064,0.028,0.012,Drama
USR-1951,2469.7,55.2,26,9.5,0.81,0.43,0.155,0.242,0.242,0.093,0.169,0.033,0.038,0.028,Drama
USR-1952,1642.3,59.5,27,8.5,0.74,0.23,0.107,0.151,0.254,0.118,0.274,0.043,0.032,0.022,Sci-Fi
USR-1953,1920.9,60.8,30,7.9,0.74,0.47,0.126,0.185,0.261,0.131,0.184,0.066,0.026,0.021,Drama
USR-1954,2346.0,91.0,26,8.4,0.7,0.3,0.156,0.179,0.194,0.107,0.26,0.065,0.031,0.008,Sci-Fi
USR-1955,1959.7,77.7,29,8.3,0.52,0.29,0.143,0.213,0.225,0.083,0.231,0.032,0.039,0.035,Sci-Fi
USR-1956,1860.5,77.3,26,5.7,0.9,0.37,0.218,0.191,0.236,0.127,0.178,0.027,0.023,0.0,Drama
USR-1957,2405.6,79.0,22,7.5,0.7,0.42,0.133,0.175,0.238,0.144,0.212,0.042,0.024,0.032,Drama
USR-1958,1713.1,53.0,37,10.4,0.75,0.39,0.163,0.133,0.36,0.074,0.165,0.05,0.031,0.025,Drama
USR-1959,2009.5,50.3,25,7.0,0.66,0.31,0.124,0.228,0.255,0.091,0.208,0.053,0.026,0.015,Drama
USR-1960,464.6,23.0,11,2.7,0.44,0.96,0.049,0.094,0.51,0.034,0.009,0.262,0.021,0.02,Drama
USR-1961,344.3,43.7,9,1.9,0.29,0.68,0.023,0.147,0.508,0.021,0.0,0.296,0.0,0.005,Drama
USR-1962,355.6,33.0,8,2.2,0.55,0.35,0.074,0.114,0.467,0.021,0.012,0.301,0.009,0.002,Drama
USR-1963,380.6,48.7,14,3.1,0.54,0.57,0.058,0.159,0.404,0.063,0.018,0.285,0.01,0.003,Drama
USR-1964,636.8,47.0,15,1.5,0.37,0.66,0.026,0.096,0.519,0.042,0.002,0.309,0.007,0.0,Drama
USR-1965,471.0,54.7,7,2.2,0.53,0.93,0.034,0.117,0.505,0.035,0.021,0.261,0.016,0.01,Drama
USR-1966,413.1,49.1,3,2.4,0.49,0.8,0.041,0.205,0.403,0.022,0.01,0.301,0.017,0.002,Drama
USR-1967,267.8,50.9,2,2.4,0.3,0.51,0.062,0.121,0.388,0.049,0.013,0.34,0.009,0.019,Drama
USR-1968,362.9,33.3,12,1.8,0.35,1.0,0.037,0.13,0.511,0.038,0.0,0.262,0.007,0.015,Drama
USR-1969,276.8,48.0,8,3.4,0.59,0.65,0.023,0.121,0.488,0.058,0.0,0.247,0.03,0.032,Drama
USR-1970,424.0,59.7,9,1.3,0.49,0.84,0.029,0.109,0.448,0.055,0.013,0.309,0.022,0.016,Drama
USR-1971,362.6,33.1,3,3.0,0.38,0.48,0.047,0.25,0.361,0.018,0.021,0.273,0.013,0.018,Drama
USR-1972,248.8,58.0,6,2.8,0.35,0.29,0.063,0.153,0.484,0.018,0.003,0.254,0.0,0.023,Drama
USR-1973,357.3,34.5,8,3.2,0.39,0.44,0.055,0.175,0.36,0.022,0.03,0.339,0.015,0.004,Drama
USR-1974,273.6,31.5,9,1.1,0.4,0.16,0.028,0.094,0.447,0.024,0.02,0.368,0.019,0.0,Drama
USR-1975,363.6,43.0,7,1.6,0.35,0.97,0.045,0.141,0.426,0.028,0.001,0.349,0.0,0.01,Drama
USR-1976,272.7,47.2,5,3.0,0.24,0.68,0.031,0.187,0.483,0.023,0.01,0.255,0.012,0.0,Drama
USR-1977,352.5,49.1,6,1.0,0.59,0.51,0.051,0.174,0.354,0.045,0.031,0.308,0.005,0.031,Drama
USR-1978,417.5,30.4,12,1.1,0.57,0.72,0.082,0.16,0.397,0.044,0.0,0.288,0.007,0.022,Drama
USR-1979,345.2,44.3,9,1.8,0.3,0.68,0.034,0.108,0.391,0.031,0.016,0.388,0.001,0.033,Drama
USR-1980,314.8,33.1,10,2.2,0.47,0.74,0.054,0.157,0.392,0.048,0.007,0.323,0.008,0.01,Drama
USR-1981,368.3,25.1,6,3.1,0.34,0.83,0.025,0.174,0.465,0.044,0.017,0.236,0.024,0.015,Drama
USR-1982,412.7,30.7,1,2.0,0.42,0.61,0.048,0.1,0.524,0.033,0.029,0.252,0.007,0.007,Drama
USR-1983,250.4,32.5,7,1.7,0.41,0.52,0.043,0.111,0.453,0.01,0.006,0.336,0.021,0.02,Drama
USR-1984,373.5,45.2,6,2.3,0.4,0.77,0.041,0.212,0.381,0.032,0.024,0.307,0.002,0.0,Drama
USR-1985,468.6,51.5,10,2.4,0.69,0.77,0.079,0.164,0.479,0.021,0.029,0.214,0.016,0.0,Drama
USR-1986,401.6,25.3,18,2.4,0.4,0.67,0.038,0.099,0.551,0.036,0.012,0.251,0.011,0.002,Drama
USR-1987,355.2,43.5,11,2.0,0.35,0.98,0.046,0.162,0.459,0.028,0.016,0.277,0.012,0.0,Drama
USR-1988,407.6,28.2,17,0.9,0.36,0.58,0.001,0.132,0.473,0.026,0.004,0.334,0.009,0.021,Drama
USR-1989,390.7,46.3,10,1.5,0.58,0.52,0.05,0.185,0.392,0.036,0.01,0.281,0.017,0.029,Drama
USR-1990,417.8,33.8,7,3.0,0.25,0.71,0.065,0.128,0.434,0.018,0.008,0.346,0.0,0.0,Drama
USR-1991,167.8,29.5,10,2.2,0.36,0.55,0.034,0.201,0.342,0.039,0.021,0.337,0.0,0.026,Drama
USR-1992,210.2,48.0,14,1.9,0.62,0.72,0.0,0.155,0.59,0.022,0.019,0.187,0.012,0.016,Drama
USR-1993,440.4,34.1,14,2.8,0.48,0.53,0.039,0.136,0.439,0.032,0.009,0.345,0.0,0.0,Drama
USR-1994,214.5,36.8,7,1.4,0.47,0.59,0.039,0.146,0.515,0.038,0.024,0.227,0.005,0.006,Drama
USR-1995,386.1,17.8,9,2.0,0.71,0.93,0.061,0.14,0.395,0.02,0.029,0.339,0.011,0.005,Drama
USR-1996,318.3,49.5,4,2.2,0.48,0.59,0.069,0.185,0.453,0.023,0.016,0.239,0.001,0.015,Drama
USR-1997,260.3,48.2,11,1.8,0.37,0.53,0.028,0.124,0.513,0.025,0.004,0.303,0.003,0.0,Drama
USR-1998,381.5,40.1,13,2.2,0.42,0.83,0.026,0.13,0.513,0.029,0.004,0.272,0.015,0.01,Drama
USR-1999,368.1,24.7,9,2.0,0.31,0.49,0.019,0.136,0.413,0.044,0.002,0.362,0.022,0.004,Drama
USR-2000,539.9,52.1,6,1.3,0.6,0.55,0.047,0.164,0.464,0.024,0.021,0.264,0.0,0.016,Drama
USR-2001,293.8,33.3,10,2.2,0.52,0.74,0.061,0.223,0.337,0.03,0.0,0.334,0.005,0.01,Drama
USR-2002,479.6,35.5,10,1.3,0.58,0.79,0.041,0.138,0.637,0.033,0.024,0.117,0.004,0.007,Drama
USR-2003,381.7,63.1,9,2.2,0.6,0.83,0.044,0.176,0.406,0.032,0.0,0.335,0.0,0.006,Drama
USR-2004,290.5,33.0,9,2.9,0.4,0.54,0.046,0.151,0.415,0.023,0.017,0.309,0.011,0.028,Drama
USR-2005,421.9,47.4,8,1.9,0.34,0.74,0.043,0.176,0.445,0.036,0.011,0.264,0.02,0.006,Drama
USR-2006,400.9,45.6,11,1.4,0.44,0.58,0.022,0.148,0.499,0.05,0.024,0.236,0.02,0.0,Drama
USR-2007,353.2,43.9,11,2.0,0.35,0.56,0.03,0.148,0.49,0.029,0.021,0.266,0.001,0.016,Drama
USR-2008,374.0,42.8,6,1.6,0.47,0.83,0.0,0.164,0.361,0.047,0.028,0.391,0.0,0.01,Romance
USR-2009,296.3,43.8,5,2.5,0.59,0.57,0.047,0.199,0.476,0.049,0.026,0.194,0.011,0.0,Drama
USR-2010,275.7,42.7,8,2.0,0.43,0.69,0.033,0.122,0.525,0.033,0.009,0.237,0.015,0.026,Drama
USR-2011,418.3,39.5,11,3.1,0.47,0.67,0.043,0.177,0.336,0.029,0.0,0.398,0.011,0.006,Romance
USR-2012,329.8,55.1,9,2.8,0.44,0.49,0.055,0.145,0.485,0.04,0.0,0.254,0.014,0.007,Drama
USR-2013,342.8,26.9,7,2.0,0.55,0.79,0.041,0.135,0.519,0.015,0.0,0.261,0.018,0.01,Drama
USR-2014,375.2,50.2,9,2.5,0.37,0.73,0.032,0.1,0.457,0.019,0.0,0.367,0.002,0.023,Drama
USR-2015,373.9,48.2,8,1.9,0.19,0.35,0.04,0.193,0.397,0.023,0.01,0.328,0.008,0.0,Drama
USR-2016,221.4,47.0,11,2.1,0.51,0.69,0.012,0.117,0.467,0.052,0.004,0.308,0.026,0.013,Drama
USR-2017,465.8,51.2,9,1.9,0.57,0.53,0.028,0.135,0.443,0.022,0.008,0.326,0.008,0.03,Drama
USR-2018,360.9,39.1,8,2.6,0.5,0.81,0.046,0.154,0.437,0.024,0.017,0.309,0.0,0.013,Drama
USR-2019,331.8,21.3,9,3.0,0.37,0.43,0.025,0.134,0.438,0.019,0.007,0.373,0.003,0.0,Drama
USR-2020,388.8,39.3,12,2.6,0.31,0.6,0.058,0.183,0.436,0.036,0.0,0.282,0.001,0.004,Drama
USR-2021,371.3,30.1,7,2.7,0.51,0.7,0.031,0.157,0.526,0.036,0.011,0.209,0.016,0.014,Drama
USR-2022,419.0,32.7,10,2.7,0.47,0.66,0.045,0.209,0.397,0.042,0.001,0.281,0.001,0.024,Drama
USR-2023,398.4,27.6,8,2.4,0.43,0.76,0.052,0.144,0.428,0.045,0.009,0.298,0.016,0.008,Drama
USR-2024,414.6,35.2,10,1.4,0.67,0.42,0.055,0.156,0.446,0.016,0.023,0.283,0.003,0.018,Drama
USR-2025,471.6,34.0,7,3.1,0.34,0.9,0.054,0.11,0.545,0.02,0.007,0.264,0.0,0.0,Drama
USR-2026,429.5,16.2,9,3.2,0.66,0.73,0.048,0.147,0.403,0.039,0.024,0.328,0.012,0.0,Drama
USR-2027,335.6,47.0,12,2.0,0.45,0.85,0.0,0.152,0.431,0.028,0.025,0.347,0.012,0.005,Drama
USR-2028,248.9,62.2,6,1.9,0.23,0.78,0.057,0.128,0.456,0.037,0.004,0.282,0.014,0.022,Drama
USR-2029,500.1,46.1,5,2.5,0.43,0.65,0.067,0.189,0.417,0.027,0.0,0.286,0.003,0.01,Drama
USR-2030,328.6,38.0,5,2.4,0.57,0.46,0.029,0.12,0.579,0.02,0.009,0.228,0.002,0.012,Drama
USR-2031,307.4,39.5,5,2.0,0.41,0.57,0.049,0.19,0.493,0.03,0.024,0.185,0.015,0.014,Drama
USR-2032,193.7,35.8,10,1.3,0.27,0.89,0.022,0.116,0.493,0.02,0.005,0.299,0.025,0.021,Drama
USR-2033,380.5,40.9,4,2.3,0.43,0.86,0.001,0.163,0.41,0.026,0.02,0.366,0.011,0.004,Drama
USR-2034,363.4,39.6,8,2.4,0.35,0.56,0.025,0.103,0.492,0.032,0.022,0.295,0.014,0.017,Drama
USR-2035,213.6,31.6,10,2.5,0.51,0.23,0.031,0.132,0.503,0.037,0.002,0.285,0.007,0.002,Drama
USR-2036,390.8,56.8,10,2.3,0.54,0.62,0.033,0.147,0.445,0.014,0.003,0.328,0.0,0.03,Drama
USR-2037,305.2,25.1,7,1.9,0.32,0.61,0.02,0.219,0.403,0.029,0.017,0.29,0.019,0.002,Drama
USR-2038,592.1,47.2,9,2.7,0.37,0.61,0.024,0.149,0.385,0.023,0.011,0.387,0.018,0.001,Romance
USR-2039,298.8,39.0,9,2.1,0.54,0.73,0.034,0.186,0.407,0.02,0.003,0.322,0.015,0.013,Drama
USR-2040,310.8,59.0,8,1.8,0.35,0.78,0.022,0.145,0.456,0.029,0.006,0.326,0.007,0.01,Drama
USR-2041,271.3,43.4,8,2.0,0.32,0.8,0.049,0.13,0.425,0.024,0.009,0.334,0.015,0.013,Drama
USR-2042,465.0,36.4,15,1.1,0.31,0.72,0.052,0.204,0.457,0.042,0.0,0.215,0.018,0.012,Drama
USR-2043,316.5,37.5,11,2.0,0.49,0.38,0.078,0.149,0.396,0.037,0.016,0.301,0.023,0.0,Drama
USR-2044,284.8,40.4,16,2.5,0.49,0.6,0.059,0.117,0.432,0.039,0.005,0.304,0.019,0.025,Drama
USR-2045,413.6,28.6,7,2.3,0.37,1.0,0.043,0.163,0.418,0.024,0.0,0.324,0.01,0.018,Drama
USR-2046,225.8,32.3,8,3.0,0.45,0.71,0.028,0.138,0.451,0.02,0.01,0.329,0.0,0.024,Drama
USR-2047,406.3,22.2,5,1.9,0.63,0.71,0.04,0.061,0.574,0.027,0.002,0.282,0.01,0.004,Drama
USR-2048,510.3,30.8,6,2.4,0.33,0.7,0.037,0.15,0.379,0.023,0.021,0.369,0.01,0.011,Drama
USR-2049,401.0,40.9,14,2.6,0.22,0.71,0.028,0.18,0.465,0.022,0.004,0.274,0.016,0.011,Drama
USR-2050,407.4,43.0,7,3.5,0.5,0.29,0.047,0.189,0.41,0.015,0.0,0.301,0.02,0.018,Drama
USR-2051,428.3,20.2,14,2.2,0.44,0.61,0.013,0.175,0.449,0.031,0.016,0.285,0.009,0.023,Drama
USR-2052,503.9,38.6,5,1.5,0.36,0.64,0.031,0.122,0.482,0.023,0.003,0.303,0.027,0.01,Drama
USR-2053,458.9,45.6,5,2.6,0.53,0.84,0.048,0.174,0.404,0.035,0.002,0.337,0.0,0.0,Drama
USR-2054,389.6,38.4,7,3.2,0.55,0.66,0.029,0.157,0.457,0.031,0.013,0.276,0.012,0.024,Drama
USR-2055,431.4,33.7,8,1.9,0.19,0.4,0.032,0.19,0.373,0.036,0.0,0.353,0.002,0.014,Drama
USR-2056,270.3,35.9,11,2.6,0.37,0.71,0.045,0.179,0.451,0.021,0.0,0.299,0.0,0.005,Drama
USR-2057,419.9,34.6,10,2.8,0.73,0.53,0.023,0.143,0.479,0.034,0.027,0.271,0.008,0.014,Drama
USR-2058,259.5,33.6,7,2.7,0.52,0.47,0.071,0.135,0.403,0.025,0.018,0.348,0.0,0.0,Drama
USR-2059,317.0,41.7,8,2.2,0.53,0.52,0.018,0.157,0.452,0.016,0.007,0.323,0.008,0.019,Drama
USR-2060,72.6,63.1,8,1.7,0.59,0.73,0.055,0.104,0.419,0.03,0.012,0.367,0.012,0.0,Drama
USR-2061,386.1,32.6,6,2.1,0.45,0.84,0.043,0.162,0.38,0.036,0.013,0.338,0.019,0.007,Drama
USR-2062,292.1,36.8,6,2.4,0.55,0.72,0.025,0.204,0.395,0.031,0.023,0.307,0.0,0.015,Drama
USR-2063,450.0,39.5,12,2.6,0.54,0.74,0.034,0.143,0.559,0.038,0.002,0.191,0.016,0.017,Drama
